seed,policy,reward_mode,n_queries,revenue,accept_rate,avg_price,avg_nprobe,avg_margin,w_n,w_budget_std,w_fair_std,w_budget_fair_ratio,w_enterprise_frac,w_budget_frac,w_easy_frac,w_hard_frac,w_budget_enterprise_mean,w_budget_budget_mean
42,fixed,satisfaction_retention,8000,20.368019936609528,0.610125,0.005292000000000001,33.518,0.005083214881743508,8000,0.01677786303684446,0.017475627357166363,1.0138023052834775,0.250875,0.4985,0.33,0.33,0.028163652945506247,0.0016361041429459181
42,hetero_linucb,satisfaction_retention,8000,22.691597842517254,0.58925,0.007617500000000001,49.088,0.0073693573474291766,8000,0.01677786303684446,0.017475627357166363,1.0138023052834775,0.250875,0.4985,0.33,0.33,0.028163652945506247,0.0016361041429459181
