seed,policy,reward_mode,n_queries,revenue,accept_rate,avg_price,avg_nprobe,avg_margin,w_n,w_budget_std,w_fair_std,w_budget_fair_ratio,w_enterprise_frac,w_budget_frac,w_easy_frac,w_hard_frac,w_budget_enterprise_mean,w_budget_budget_mean
42,fixed,satisfaction_retention,7600,21.3826823644806,0.6276315789473684,0.005290394736842106,33.54105263157895,0.005063628375002146,7600,0.011136562063569333,0.012020076658342082,1.6662912003915857,0.25144736842105264,0.49657894736842106,0.7730263157894737,0.22697368421052633,0.0188196069274518,0.0010786415742501374
42,hetero_linucb,satisfaction_retention,7600,27.54085834683541,0.6535526315789474,0.007597631578947369,47.86,0.007337742025655983,7600,0.011136562063569333,0.012020076658342082,1.6662912003915857,0.25144736842105264,0.49657894736842106,0.7730263157894737,0.22697368421052633,0.0188196069274518,0.0010786415742501374
123,fixed,satisfaction_retention,7600,20.98064628523203,0.6271052631578947,0.005252631578947369,33.76315789473684,0.005025908837470496,7600,0.011084295999088426,0.011897490615724865,1.6834457547004187,0.25513157894736843,0.4963157894736842,0.7730263157894737,0.22697368421052633,0.018514416660315326,0.0010924258400482087
123,hetero_linucb,satisfaction_retention,7600,27.779112910365985,0.6538157894736842,0.0076125,47.363157894736844,0.007353091231562461,7600,0.011084295999088426,0.011897490615724865,1.6834457547004187,0.25513157894736843,0.4963157894736842,0.7730263157894737,0.22697368421052633,0.018514416660315326,0.0010924258400482087
456,fixed,satisfaction_retention,7600,20.380374057699253,0.6243421052631579,0.00522,33.64526315789474,0.004993215946772497,7600,0.011256359644445015,0.012026084650119239,1.6564132926790034,0.24921052631578947,0.5071052631578947,0.7730263157894737,0.22697368421052633,0.019076321314764794,0.0010900404064180854
456,hetero_linucb,satisfaction_retention,7600,27.042123419702857,0.6503947368421052,0.007691184210526316,48.55263157894737,0.007429406153260344,7600,0.011256359644445015,0.012026084650119239,1.6564132926790034,0.24921052631578947,0.5071052631578947,0.7730263157894737,0.22697368421052633,0.019076321314764794,0.0010900404064180854
